radar_spacing,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
20,aware,13,29,29,1.0,24,2,0.08333333333333333,29,292,4.434482758625513,0.20000000000022777,12.100000000001799,0.0,29,29,28,24,0,5,2.301593065261841
20,aware,14,29,27,0.9310344827586207,17,2,0.11764705882352941,27,268,2.992592592595008,0.32222222222264074,11.265277777779387,0.0,29,29,24,17,0,12,2.3017215728759766
25,control,0,29,0,0.0,8,2,0.25,0,0,0.0,0.0,0.0,5.4999999999999964,29,29,22,8,2,22,1.545682668685913
25,control,1,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,7.19999999999999,29,29,20,9,2,20,1.5370736122131348
25,control,2,29,0,0.0,7,1,0.14285714285714285,0,0,0.0,0.0,0.0,0.0,29,29,17,7,0,22,1.568795919418335
25,control,3,29,0,0.0,11,1,0.09090909090909091,0,0,0.0,0.0,0.0,0.0,29,29,24,11,0,18,1.5554718971252441
25,control,4,29,0,0.0,14,1,0.07142857142857142,0,0,0.0,0.0,0.0,11.699999999999974,29,29,23,14,4,17,1.542489767074585
25,control,5,29,0,0.0,14,0,0.0,0,0,0.0,0.0,0.0,2.0000000000000004,29,29,23,14,1,15,1.5029304027557373
25,control,6,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,0.4,29,29,20,11,1,18,1.5324797630310059
25,control,7,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,2.0000000000000004,29,29,20,11,1,18,1.5071618556976318
25,control,8,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,6.499999999999993,29,29,21,11,4,20,1.5369765758514404
25,control,9,29,0,0.0,14,3,0.21428571428571427,0,0,0.0,0.0,0.0,10.999999999999977,29,29,22,14,4,16,1.495025396347046
25,control,10,29,0,0.0,12,0,0.0,0,0,0.0,0.0,0.0,7.599999999999989,29,29,19,12,3,17,1.510735273361206
25,control,11,29,0,0.0,12,0,0.0,0,0,0.0,0.0,0.0,5.599999999999996,29,29,20,12,2,18,1.5315148830413818
25,control,12,29,0,0.0,11,0,0.0,0,0,0.0,0.0,0.0,11.499999999999975,29,29,21,11,4,19,1.5240604877471924
25,control,13,29,0,0.0,12,3,0.25,0,0,0.0,0.0,0.0,7.499999999999989,29,29,25,13,3,17,1.640604019165039
25,control,14,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,5.399999999999997,29,29,16,12,2,18,1.5829813480377197
25,detection,0,29,27,0.9310344827586207,19,4,0.21052631578947367,27,273,3.8518518518569205,0.3444444444450312,11.266666666668275,0.0,29,29,25,19,0,10,2.1825032234191895
25,detection,1,29,28,0.9655172413793104,20,0,0.0,28,282,4.360714285721149,0.132142857143009,11.683333333335037,3.2000000000000015,29,29,26,20,1,9,2.4392893314361572
25,detection,2,29,28,0.9655172413793104,17,2,0.11764705882352941,28,284,4.150000000004888,0.36785714285743254,11.683333333335037,0.0,29,29,23,17,0,12,2.1937196254730225
25,detection,3,29,29,1.0,22,0,0.0,29,290,3.175862068968012,0.3344827586212763,12.100000000001799,2.0000000000000004,29,29,27,22,1,7,2.1245174407958984
25,detection,4,29,27,0.9310344827586207,20,0,0.0,27,267,5.0851851851871865,0.15555555555569092,11.266666666668275,0.0,29,29,27,20,0,9,2.2522480487823486
25,detection,5,29,28,0.9655172413793104,18,1,0.05555555555555555,28,278,4.621428571432097,0.3714285714287503,11.683333333335037,0.0,29,29,27,18,0,11,2.127908945083618
25,detection,6,29,27,0.9310344827586207,16,2,0.125,27,271,4.792592592596557,0.270370370370755,11.266666666668275,2.400000000000001,29,29,24,16,1,13,2.1222870349884033
25,detection,7,29,28,0.9655172413793104,18,0,0.0,28,281,4.371428571430634,0.31785714285760897,11.683333333335037,0.0,29,29,24,18,0,11,2.132716655731201
25,detection,8,29,29,1.0,21,3,0.14285714285714285,29,289,3.948275862072914,0.16551724137960083,12.100000000001799,0.0,29,29,27,21,0,8,2.082812786102295
25,detection,9,29,28,0.9655172413793104,15,0,0.0,28,281,4.7392857142885,0.30357142857187014,11.683333333335037,1.3,29,29,23,15,1,14,2.2261264324188232
25,detection,10,29,28,0.9655172413793104,21,0,0.0,28,283,4.871428571430902,0.4250000000007554,11.683333333335037,0.0,29,29,27,21,0,8,2.1572425365448
25,detection,11,29,25,0.8620689655172413,16,0,0.0,25,250,4.424000000006226,0.3480000000000007,10.430555555556975,0.0,29,29,23,16,0,13,2.073631525039673
25,detection,12,29,26,0.896551724137931,17,2,0.11764705882352941,26,260,5.4307692307740165,0.3000000000005142,10.850000000001517,0.0,29,29,22,17,0,12,2.0874412059783936
25,detection,13,29,27,0.9310344827586207,16,2,0.125,27,273,4.703703703711607,0.29629629629643106,11.266666666668275,0.0,29,29,24,16,0,13,2.0870144367218018
25,detection,14,29,27,0.9310344827586207,17,2,0.11764705882352941,27,269,4.433333333337057,0.2222222222223738,11.265277777779387,0.0,29,29,26,17,0,12,2.0828847885131836
25,aware,0,29,23,0.7931034482758621,13,0,0.0,23,227,4.6478260869636285,0.29565217391348636,9.595833333334562,0.0,29,29,22,13,0,16,2.105515718460083
25,aware,1,29,29,1.0,17,1,0.058823529411764705,29,287,4.855172413795909,0.237931034482848,12.100000000001799,0.0,29,29,22,17,0,12,2.2164864540100098
25,aware,2,29,29,1.0,19,1,0.05263157894736842,29,297,4.017241379313657,0.1862068965519664,12.100000000001799,0.0,29,29,27,19,0,10,2.255791187286377
25,aware,3,29,28,0.9655172413793104,14,1,0.07142857142857142,28,283,3.9750000000033117,0.396428571428824,11.681944444446149,0.0,29,29,24,14,0,15,2.244368314743042
25,aware,4,29,28,0.9655172413793104,15,0,0.0,28,284,5.310714285721424,0.33928571428611526,11.681944444446149,0.0,29,29,24,15,0,14,2.088041305541992
25,aware,5,29,29,1.0,21,3,0.14285714285714285,29,289,3.8620689655228,0.3379310344831207,12.100000000001799,0.0,29,29,28,21,0,8,2.130636692047119
25,aware,6,29,25,0.8620689655172413,13,1,0.07692307692307693,25,254,4.216000000004152,0.15200000000024147,10.431944444445863,0.0,29,29,22,13,0,16,2.154909133911133
25,aware,7,29,27,0.9310344827586207,20,1,0.05,27,276,3.6703703703740143,0.36296296296349706,11.265277777779387,0.0,29,29,26,20,0,9,2.187206506729126
25,aware,8,29,25,0.8620689655172413,14,0,0.0,25,253,2.46400000000207,0.30400000000018734,10.429166666668085,0.0,29,29,23,14,0,15,2.102092742919922
25,aware,9,29,27,0.9310344827586207,15,0,0.0,27,267,4.085185185190879,0.266666666666961,11.263888888890497,0.0,29,29,24,15,0,14,2.1136066913604736
25,aware,10,29,29,1.0,17,2,0.11764705882352941,29,291,5.579310344830847,0.5586206896556072,12.100000000001799,0.0,29,29,26,17,0,12,2.1508049964904785
25,aware,11,29,28,0.9655172413793104,22,1,0.045454545454545456,28,282,4.385714285716075,0.21428571428590107,11.683333333335037,0.0,29,29,27,22,0,7,2.168193817138672
25,aware,12,29,26,0.896551724137931,17,2,0.11764705882352941,26,261,5.196153846159187,0.4307692307695353,10.847222222223737,0.0,29,29,22,17,0,12,2.1828460693359375
25,aware,13,29,29,1.0,24,0,0.0,29,294,4.420689655176903,0.3827586206898363,12.100000000001799,0.0,29,29,28,24,0,5,2.147603750228882
25,aware,14,29,29,1.0,14,0,0.0,29,293,5.006896551730337,0.4103448275866648,12.100000000001799,0.0,29,29,23,14,0,15,2.1270835399627686
30,control,0,29,0,0.0,8,2,0.25,0,0,0.0,0.0,0.0,5.4999999999999964,29,29,22,8,2,22,1.5970065593719482
30,control,1,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,7.19999999999999,29,29,20,9,2,20,1.5729880332946777
30,control,2,29,0,0.0,7,1,0.14285714285714285,0,0,0.0,0.0,0.0,0.0,29,29,17,7,0,22,1.540473222732544
30,control,3,29,0,0.0,11,1,0.09090909090909091,0,0,0.0,0.0,0.0,0.0,29,29,24,11,0,18,1.5615918636322021
30,control,4,29,0,0.0,14,1,0.07142857142857142,0,0,0.0,0.0,0.0,11.699999999999974,29,29,23,14,4,17,1.5827100276947021
30,control,5,29,0,0.0,14,0,0.0,0,0,0.0,0.0,0.0,2.0000000000000004,29,29,23,14,1,15,1.5647168159484863
30,control,6,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,0.4,29,29,20,11,1,18,1.5555696487426758
30,control,7,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,2.0000000000000004,29,29,20,11,1,18,1.5651249885559082
30,control,8,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,6.499999999999993,29,29,21,11,4,20,1.5812151432037354
30,control,9,29,0,0.0,14,3,0.21428571428571427,0,0,0.0,0.0,0.0,10.999999999999977,29,29,22,14,4,16,1.555013656616211
30,control,10,29,0,0.0,12,0,0.0,0,0,0.0,0.0,0.0,7.599999999999989,29,29,19,12,3,17,1.5523457527160645
30,control,11,29,0,0.0,12,0,0.0,0,0,0.0,0.0,0.0,5.599999999999996,29,29,20,12,2,18,1.6124658584594727
30,control,12,29,0,0.0,11,0,0.0,0,0,0.0,0.0,0.0,11.499999999999975,29,29,21,11,4,19,1.6152451038360596
30,control,13,29,0,0.0,12,3,0.25,0,0,0.0,0.0,0.0,7.499999999999989,29,29,25,13,3,17,1.587982416152954
30,control,14,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,5.399999999999997,29,29,16,12,2,18,1.5289857387542725
30,detection,0,29,28,0.9655172413793104,20,2,0.1,28,282,5.4107142857252315,0.3071428571432427,11.683333333335037,0.0,29,29,27,20,0,9,2.0337655544281006
30,detection,1,29,29,1.0,20,2,0.1,29,292,5.424137931041745,0.31034482758676357,12.100000000001799,1.4000000000000001,29,29,27,20,1,9,2.0200276374816895
30,detection,2,29,29,1.0,16,4,0.25,29,290,4.882758620693956,0.31724137931047086,12.100000000001799,5.099999999999998,29,29,26,16,2,13,1.9944252967834473
30,detection,3,29,28,0.9655172413793104,18,2,0.1111111111111111,28,281,5.007142857150521,0.35000000000058,11.683333333335037,0.0,29,29,28,18,0,11,2.0038259029388428
30,detection,4,29,29,1.0,18,1,0.05555555555555555,29,293,5.441379310349057,0.22068965517280012,12.100000000001799,0.0,29,29,26,18,0,11,2.0144810676574707
30,detection,5,29,29,1.0,20,2,0.1,29,291,6.54482758621148,0.2758620689661817,12.100000000001799,0.0,29,29,26,20,0,9,1.993171215057373
30,detection,6,29,26,0.896551724137931,14,1,0.07142857142857142,26,264,5.680769230777968,0.1769230769233303,10.848611111112625,0.0,29,29,25,14,0,15,2.010096549987793
30,detection,7,29,27,0.9310344827586207,16,0,0.0,27,269,5.844444444455779,0.2888888888891746,11.266666666668275,0.0,29,29,23,16,0,13,2.0260729789733887
30,detection,8,29,29,1.0,24,1,0.041666666666666664,29,290,5.031034482763175,0.3103448275863598,12.100000000001799,1.6000000000000003,29,29,27,24,1,5,1.996122121810913
30,detection,9,29,26,0.896551724137931,15,1,0.06666666666666667,26,261,4.103846153850302,0.20000000000015478,10.848611111112625,0.0,29,29,23,15,0,14,1.959717035293579
30,detection,10,29,27,0.9310344827586207,20,2,0.1,27,272,5.514814814826065,0.3666666666669648,11.266666666668275,0.0,29,29,27,20,0,9,1.9836463928222656
30,detection,11,29,27,0.9310344827586207,20,2,0.1,27,271,4.974074074080533,0.37037037037077036,11.265277777779387,0.0,29,29,28,20,0,9,2.0088181495666504
30,detection,12,29,27,0.9310344827586207,16,0,0.0,27,269,5.4962962962995,0.27777777777801776,11.265277777779387,0.0,29,29,25,16,0,13,1.9878909587860107
30,detection,13,29,27,0.9310344827586207,20,1,0.05,27,270,5.592592592601425,0.3407407407411277,11.263888888890497,5.699999999999996,29,29,25,20,2,9,1.9776873588562012
30,detection,14,29,27,0.9310344827586207,19,2,0.10526315789473684,27,268,6.181481481489801,0.2777777777782315,11.265277777779387,0.0,29,29,24,19,0,10,1.9878995418548584
30,aware,0,29,26,0.896551724137931,17,1,0.058823529411764705,26,262,4.911538461543671,0.34230769230819863,10.848611111112625,3.900000000000002,29,29,25,18,1,12,2.006208896636963
30,aware,1,29,27,0.9310344827586207,15,1,0.06666666666666667,27,268,6.503703703708088,0.4074074074078632,11.265277777779387,0.0,29,29,24,15,0,14,2.0465946197509766
30,aware,2,29,28,0.9655172413793104,14,2,0.14285714285714285,28,281,4.150000000003429,0.3285714285717266,11.681944444446149,2.1000000000000005,29,29,23,14,1,15,2.0424695014953613
30,aware,3,29,26,0.896551724137931,16,3,0.1875,26,263,5.33846153846737,0.2769230769235378,10.848611111112625,0.0,29,29,22,16,0,13,2.090247631072998
30,aware,4,29,26,0.896551724137931,22,0,0.0,26,265,4.761538461540978,0.29615384615443274,10.850000000001517,1.2,29,29,25,22,1,7,2.0912539958953857
30,aware,5,29,26,0.896551724137931,23,0,0.0,26,264,3.4961538461560897,0.2846153846153444,10.847222222223737,0.0,29,29,24,23,0,6,2.1119279861450195
30,aware,6,29,25,0.8620689655172413,15,2,0.13333333333333333,25,251,5.624000000005975,0.17999999999994998,10.430555555556975,1.8000000000000005,29,29,20,16,1,14,2.080542802810669
30,aware,7,29,23,0.7931034482758621,12,1,0.08333333333333333,23,227,8.073913043483921,0.29565217391309956,9.598611111112342,0.0,29,29,21,12,0,17,2.1059210300445557
30,aware,8,29,27,0.9310344827586207,17,2,0.11764705882352941,27,272,6.177777777784787,0.37407407407452126,11.263888888890497,1.8000000000000005,29,29,25,17,1,12,2.0966715812683105
30,aware,9,29,26,0.896551724137931,20,0,0.0,26,258,6.2692307692393365,0.39230769230833573,10.848611111112625,0.0,29,29,25,20,0,9,2.0866549015045166
30,aware,10,29,28,0.9655172413793104,15,2,0.13333333333333333,28,281,5.542857142865034,0.2928571428573373,11.683333333335037,2.500000000000001,29,29,26,15,1,14,2.0570297241210938
30,aware,11,29,26,0.896551724137931,19,1,0.05263157894736842,26,258,6.242307692314586,0.49230769230850385,10.850000000001517,0.0,29,29,26,19,0,10,2.1336522102355957
30,aware,12,29,26,0.896551724137931,18,0,0.0,26,261,4.584615384624224,0.26153846153871885,10.848611111112625,0.0,29,29,25,18,0,11,2.0880212783813477
30,aware,13,29,27,0.9310344827586207,20,2,0.1,27,273,6.311111111117043,0.22592592592613098,11.265277777779387,2.600000000000001,29,29,25,20,1,9,2.0596044063568115
30,aware,14,29,27,0.9310344827586207,19,0,0.0,27,268,5.774074074077783,0.35925925925964414,11.266666666668275,0.0,29,29,25,19,0,10,2.095762014389038
40,control,0,29,0,0.0,8,2,0.25,0,0,0.0,0.0,0.0,5.4999999999999964,29,29,22,8,2,22,1.6002192497253418
40,control,1,29,0,0.0,9,0,0.0,0,0,0.0,0.0,0.0,7.19999999999999,29,29,20,9,2,20,1.5904920101165771
40,control,2,29,0,0.0,7,1,0.14285714285714285,0,0,0.0,0.0,0.0,0.0,29,29,17,7,0,22,1.545346736907959
40,control,3,29,0,0.0,11,1,0.09090909090909091,0,0,0.0,0.0,0.0,0.0,29,29,24,11,0,18,1.5447723865509033
40,control,4,29,0,0.0,14,1,0.07142857142857142,0,0,0.0,0.0,0.0,11.699999999999974,29,29,23,14,4,17,1.556793451309204
40,control,5,29,0,0.0,14,0,0.0,0,0,0.0,0.0,0.0,2.0000000000000004,29,29,23,14,1,15,1.5668504238128662
40,control,6,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,0.4,29,29,20,11,1,18,1.5244646072387695
40,control,7,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,2.0000000000000004,29,29,20,11,1,18,1.5253126621246338
40,control,8,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,6.499999999999993,29,29,21,11,4,20,1.5229730606079102
40,control,9,29,0,0.0,14,3,0.21428571428571427,0,0,0.0,0.0,0.0,10.999999999999977,29,29,22,14,4,16,1.5315172672271729
40,control,10,29,0,0.0,12,0,0.0,0,0,0.0,0.0,0.0,7.599999999999989,29,29,19,12,3,17,1.520622968673706
40,control,11,29,0,0.0,12,0,0.0,0,0,0.0,0.0,0.0,5.599999999999996,29,29,20,12,2,18,1.5121197700500488
40,control,12,29,0,0.0,11,0,0.0,0,0,0.0,0.0,0.0,11.499999999999975,29,29,21,11,4,19,1.5585811138153076
40,control,13,29,0,0.0,12,3,0.25,0,0,0.0,0.0,0.0,7.499999999999989,29,29,25,13,3,17,1.5098445415496826
40,control,14,29,0,0.0,11,2,0.18181818181818182,0,0,0.0,0.0,0.0,5.399999999999997,29,29,16,12,2,18,1.5116651058197021
40,detection,0,29,26,0.896551724137931,14,2,0.14285714285714285,26,259,7.403846153852651,0.24615384615419617,10.848611111112625,1.4000000000000001,29,29,26,14,1,15,1.958252191543579
40,detection,1,29,20,0.6896551724137931,18,0,0.0,20,200,5.470000000006347,0.3500000000006338,8.3430555555565,0.0,29,29,26,18,0,11,2.018712282180786
40,detection,2,29,17,0.5862068965517241,9,2,0.2222222222222222,17,169,5.029411764711756,0.31176470588273814,7.094444444445107,0.0,29,29,23,9,0,20,2.0014874935150146
40,detection,3,29,18,0.6206896551724138,14,0,0.0,18,184,7.505555555567578,0.26111111111149415,7.5069444444452,7.799999999999988,29,29,19,14,2,15,1.9253549575805664
40,detection,4,29,24,0.8275862068965517,17,0,0.0,24,239,5.504166666674144,0.24166666666701886,10.013888888890213,0.0,29,29,26,17,0,12,1.9328088760375977
40,detection,5,29,26,0.896551724137931,20,5,0.25,26,261,4.530769230768427,0.24230769230794308,10.848611111112625,0.0,29,29,28,20,0,9,1.8884682655334473
40,detection,6,29,18,0.6206896551724138,15,1,0.06666666666666667,18,183,6.544444444452089,0.5055555555560353,7.509722222222978,0.0,29,29,26,15,0,14,1.88926100730896
40,detection,7,29,21,0.7241379310344828,16,1,0.0625,21,207,3.3952380952437826,0.32380952381015504,8.76250000000104,0.0,29,29,23,16,0,13,1.860741376876831
40,detection,8,29,19,0.6551724137931034,17,1,0.058823529411764705,19,192,5.063157894743002,0.27894736842125967,7.927777777778629,8.399999999999986,29,29,21,17,3,12,1.87442946434021
40,detection,9,29,20,0.6896551724137931,11,3,0.2727272727272727,20,202,4.060000000004647,0.17500000000019328,8.34583333333428,0.0,29,29,22,11,0,18,1.8732924461364746
40,detection,10,29,19,0.6551724137931034,17,0,0.0,19,188,5.7315789473743735,0.3473684210530756,7.926388888889739,5.999999999999995,29,29,26,17,2,12,1.9142520427703857
40,detection,11,29,18,0.6206896551724138,11,2,0.18181818181818182,18,180,4.544444444448418,0.28888888888926406,7.509722222222978,1.3,29,29,23,11,1,18,1.8775510787963867
40,detection,12,29,20,0.6896551724137931,18,0,0.0,20,196,5.895000000002881,0.2800000000001489,8.34583333333428,2.800000000000001,29,29,25,18,1,11,1.9235823154449463
40,detection,13,29,19,0.6551724137931034,13,1,0.07692307692307693,19,192,3.8000000000058245,0.24736842105310666,7.92500000000085,6.8999999999999915,29,29,24,13,3,16,1.8783698081970215
40,detection,14,29,20,0.6896551724137931,14,0,0.0,20,199,6.35000000000788,0.26000000000045986,8.34444444444539,3.800000000000002,29,29,24,14,1,16,1.8663585186004639
40,aware,0,29,17,0.5862068965517241,9,0,0.0,17,172,5.58235294118537,0.2529411764710537,7.091666666667328,7.29999999999999,29,29,21,10,3,20,1.904109001159668
40,aware,1,29,16,0.5517241379310345,14,2,0.14285714285714285,16,161,5.006250000001025,0.30000000000035953,6.677777777778345,9.299999999999983,29,29,23,15,3,16,1.9031071662902832
40,aware,2,29,17,0.5862068965517241,15,0,0.0,17,173,4.547058823532499,0.2058823529414172,7.095833333333995,1.4000000000000001,29,29,24,15,1,14,1.9141430854797363
40,aware,3,29,21,0.7241379310344828,15,0,0.0,21,212,5.233333333338935,0.2619047619049081,8.76388888888993,3.3000000000000016,29,29,24,15,1,14,1.896920919418335
40,aware,4,29,18,0.6206896551724138,16,1,0.0625,18,183,6.805555555565028,0.20555555555586125,7.5069444444452,0.0,29,29,25,16,0,13,1.9201784133911133
40,aware,5,29,18,0.6206896551724138,11,0,0.0,18,181,6.311111111120179,0.561111111111545,7.509722222222978,3.3000000000000016,29,29,24,12,1,18,1.9417695999145508
40,aware,6,29,21,0.7241379310344828,17,2,0.11764705882352941,21,211,7.304761904768462,0.41428571428602773,8.76111111111215,3.4000000000000017,29,29,25,18,2,12,1.8935749530792236
40,aware,7,29,21,0.7241379310344828,14,0,0.0,21,210,5.5333333333357455,0.4142857142860426,8.76250000000104,0.0,29,29,25,14,0,15,1.8552310466766357
40,aware,8,29,17,0.5862068965517241,18,6,0.3333333333333333,17,168,6.494117647067021,0.488235294118059,7.093055555556218,2.9000000000000012,29,29,23,19,1,11,1.9007446765899658
40,aware,9,29,18,0.6206896551724138,18,2,0.1111111111111111,18,181,6.700000000005169,0.45555555555578386,7.511111111111867,3.1000000000000014,29,29,26,18,1,12,1.885591745376587
40,aware,10,29,19,0.6551724137931034,15,0,0.0,19,191,7.04210526317087,0.5263157894744755,7.927777777778629,0.0,29,29,25,15,0,14,1.9161021709442139
40,aware,11,29,20,0.6896551724137931,16,1,0.0625,20,204,5.910000000007005,0.49000000000046384,8.34583333333428,0.0,29,29,24,16,0,13,1.9043605327606201
40,aware,12,29,18,0.6206896551724138,17,2,0.11764705882352941,18,178,5.672222222233996,0.19444444444468445,7.509722222222978,6.099999999999994,29,29,22,18,3,13,1.8822710514068604
40,aware,13,29,23,0.7931034482758621,16,0,0.0,23,229,7.230434782614793,0.3304347826088326,9.597222222223452,0.0,29,29,24,16,0,13,1.9041509628295898
40,aware,14,29,23,0.7931034482758621,16,2,0.125,23,230,5.521739130439895,0.2869565217396084,9.597222222223452,0.0,29,29,26,16,0,13,1.9335360527038574
